timestamp,open,high,low,close,volume,oi
2025-03-10T15:15:00+05:30,4799.95,4800.0,4787.75,4794.95,96843,0
2025-03-10T14:45:00+05:30,4801.4,4817.95,4795.0,4799.95,124619,0
2025-03-10T14:15:00+05:30,4836.95,4840.0,4800.0,4801.4,102568,0
2025-03-10T13:45:00+05:30,4858.95,4859.1,4833.0,4837.65,94294,0
2025-03-10T13:15:00+05:30,4863.1,4867.05,4855.8,4858.95,37937,0
2025-03-10T12:45:00+05:30,4850.0,4872.0,4846.15,4863.1,51235,0
2025-03-10T12:15:00+05:30,4873.8,4873.8,4844.45,4850.05,75194,0
2025-03-10T11:45:00+05:30,4891.45,4892.95,4867.4,4873.75,91185,0
2025-03-10T11:15:00+05:30,4878.95,4900.0,4877.0,4891.55,119695,0
2025-03-10T10:45:00+05:30,4882.35,4899.95,4880.0,4880.05,144523,0
2025-03-10T10:15:00+05:30,4899.0,4899.9,4873.0,4881.5,47501,0
2025-03-10T09:45:00+05:30,4934.4,4936.35,4885.15,4899.0,84190,0
2025-03-10T09:15:00+05:30,4990.0,4997.85,4924.5,4935.7,140333,0
2025-03-07T15:15:00+05:30,5001.8,5002.45,4985.0,4990.0,83452,0
2025-03-07T14:45:00+05:30,5017.9,5031.0,5001.0,5001.8,87249,0
2025-03-07T14:15:00+05:30,5005.25,5028.65,5004.6,5017.35,72720,0
2025-03-07T13:45:00+05:30,5009.6,5010.05,4990.0,5006.35,43396,0
2025-03-07T13:15:00+05:30,5006.65,5016.5,5006.5,5009.6,22464,0
2025-03-07T12:45:00+05:30,5031.8,5032.0,5000.0,5006.6,31064,0
2025-03-07T12:15:00+05:30,5017.0,5037.0,5008.0,5032.1,33599,0
2025-03-07T11:45:00+05:30,5053.35,5053.35,5010.5,5017.55,44724,0
2025-03-07T11:15:00+05:30,5043.85,5065.0,5042.5,5053.45,32698,0
2025-03-07T10:45:00+05:30,5056.85,5058.15,5030.55,5043.45,30326,0
2025-03-07T10:15:00+05:30,5063.3,5076.55,5041.3,5055.25,38773,0
2025-03-07T09:45:00+05:30,5045.0,5065.85,5023.0,5062.9,56379,0
2025-03-07T09:15:00+05:30,5075.0,5099.95,5031.1,5044.2,113070,0
2025-03-06T15:15:00+05:30,5071.85,5078.9,5042.15,5048.9,119858,0
2025-03-06T14:45:00+05:30,5029.1,5095.0,5026.55,5071.55,214851,0
2025-03-06T14:15:00+05:30,5030.0,5033.2,5022.05,5029.2,102707,0
2025-03-06T13:45:00+05:30,5011.6,5037.9,5005.05,5030.5,76260,0
2025-03-06T13:15:00+05:30,5012.95,5016.5,5005.0,5011.6,50052,0
2025-03-06T12:45:00+05:30,5018.65,5024.0,5001.6,5012.45,61092,0
2025-03-06T12:15:00+05:30,5019.55,5024.9,5006.1,5018.65,55810,0
2025-03-06T11:45:00+05:30,5011.75,5026.55,4990.05,5019.75,75697,0
2025-03-06T11:15:00+05:30,5038.6,5038.6,4970.95,5011.85,182557,0
2025-03-06T10:45:00+05:30,5026.0,5038.9,5015.05,5038.5,69392,0
2025-03-06T10:15:00+05:30,5028.05,5040.0,5005.0,5023.7,109268,0
2025-03-06T09:45:00+05:30,5048.55,5052.0,5011.3,5029.8,124362,0
2025-03-06T09:15:00+05:30,5174.5,5174.5,5005.0,5048.9,256015,0
2025-03-05T15:15:00+05:30,5108.1,5132.9,5097.1,5110.1,110174,0
2025-03-05T14:45:00+05:30,5120.4,5129.0,5088.5,5107.0,119255,0
2025-03-05T14:15:00+05:30,5105.35,5129.7,5095.05,5120.4,63490,0
2025-03-05T13:45:00+05:30,5101.8,5124.05,5096.0,5106.75,71563,0
2025-03-05T13:15:00+05:30,5145.5,5149.85,5094.0,5099.8,143566,0
2025-03-05T12:45:00+05:30,5184.3,5191.75,5131.2,5143.95,171625,0
2025-03-05T12:15:00+05:30,5304.5,5304.5,5134.45,5183.85,429229,0
2025-03-05T11:45:00+05:30,5276.05,5320.0,5275.0,5305.3,209560,0
2025-03-05T11:15:00+05:30,5205.5,5284.9,5204.4,5275.0,168981,0
2025-03-05T10:45:00+05:30,5204.9,5260.05,5200.0,5205.0,157623,0
2025-03-05T10:15:00+05:30,5142.25,5209.6,5130.15,5204.95,155668,0
2025-03-05T09:45:00+05:30,5063.85,5148.8,5056.25,5142.35,172481,0
2025-03-05T09:15:00+05:30,4987.0,5097.4,4987.0,5063.65,152276,0
2025-03-04T15:15:00+05:30,4990.0,4998.1,4975.0,4984.3,46050,0
2025-03-04T14:45:00+05:30,4989.85,5031.65,4986.35,4989.9,107724,0
2025-03-04T14:15:00+05:30,4979.45,4993.95,4973.45,4989.85,57024,0
2025-03-04T13:45:00+05:30,4974.5,4994.5,4962.5,4980.0,44673,0
2025-03-04T13:15:00+05:30,4979.6,4988.05,4962.0,4974.6,52777,0
2025-03-04T12:45:00+05:30,5013.9,5016.0,4971.5,4980.05,55641,0
2025-03-04T12:15:00+05:30,5026.35,5040.0,5004.0,5013.9,63262,0
2025-03-04T11:45:00+05:30,5028.05,5050.5,5025.0,5026.0,53232,0
2025-03-04T11:15:00+05:30,5052.35,5069.9,5025.0,5028.0,70838,0
2025-03-04T10:45:00+05:30,5002.3,5059.5,5000.35,5053.0,98662,0
2025-03-04T10:15:00+05:30,4969.15,5017.0,4968.55,5004.9,87856,0
2025-03-04T09:45:00+05:30,4957.95,4990.0,4950.05,4969.95,61264,0
2025-03-04T09:15:00+05:30,4898.9,4973.1,4865.7,4957.95,98392,0
2025-03-03T15:15:00+05:30,4939.6,4958.9,4938.55,4952.6,104699,0
2025-03-03T14:45:00+05:30,4944.45,4955.0,4924.0,4938.5,94114,0
2025-03-03T14:15:00+05:30,4964.6,4976.25,4932.85,4944.0,64281,0
2025-03-03T13:45:00+05:30,4988.55,5001.45,4945.45,4964.6,109875,0
2025-03-03T13:15:00+05:30,4975.0,5022.95,4966.3,4986.75,288928,0
2025-03-03T12:45:00+05:30,4906.1,4978.8,4904.95,4975.35,236187,0
2025-03-03T12:15:00+05:30,4821.25,4911.85,4810.0,4905.1,133394,0
2025-03-03T11:45:00+05:30,4802.6,4823.5,4800.0,4821.25,42777,0
2025-03-03T11:15:00+05:30,4817.05,4820.0,4800.0,4802.3,29341,0
2025-03-03T10:45:00+05:30,4785.0,4831.9,4781.0,4817.75,90900,0
2025-03-03T10:15:00+05:30,4798.6,4819.0,4775.0,4785.05,53666,0
2025-03-03T09:45:00+05:30,4830.0,4841.0,4785.6,4799.25,64576,0
2025-03-03T09:15:00+05:30,4900.05,4901.0,4800.1,4827.85,101310,0
