timestamp,open,high,low,close,volume,oi
2025-03-10T15:15:00+05:30,7396.45,7396.45,7356.6,7377.0,37059,0
2025-03-10T14:45:00+05:30,7354.8,7398.45,7353.5,7396.0,45806,0
2025-03-10T14:15:00+05:30,7415.5,7421.2,7352.0,7353.7,42623,0
2025-03-10T13:45:00+05:30,7445.0,7446.1,7410.0,7416.4,22209,0
2025-03-10T13:15:00+05:30,7478.7,7480.0,7445.0,7447.45,18144,0
2025-03-10T12:45:00+05:30,7476.0,7486.5,7470.15,7478.85,11379,0
2025-03-10T12:15:00+05:30,7467.0,7492.05,7461.0,7477.9,26677,0
2025-03-10T11:45:00+05:30,7510.0,7512.45,7443.95,7466.7,44591,0
2025-03-10T11:15:00+05:30,7476.95,7516.0,7465.0,7510.0,34000,0
2025-03-10T10:45:00+05:30,7445.05,7479.55,7445.0,7475.2,46870,0
2025-03-10T10:15:00+05:30,7480.0,7480.0,7433.0,7445.0,82766,0
2025-03-10T09:45:00+05:30,7481.55,7505.7,7468.0,7480.0,23433,0
2025-03-10T09:15:00+05:30,7573.0,7573.0,7444.85,7480.0,56729,0
2025-03-07T15:15:00+05:30,7572.4,7572.5,7550.0,7551.0,36958,0
2025-03-07T14:45:00+05:30,7595.0,7609.0,7570.0,7572.65,84261,0
2025-03-07T14:15:00+05:30,7581.6,7609.0,7580.0,7595.0,78159,0
2025-03-07T13:45:00+05:30,7579.45,7590.0,7571.0,7581.6,79396,0
2025-03-07T13:15:00+05:30,7550.05,7597.8,7545.0,7580.0,104518,0
2025-03-07T12:45:00+05:30,7569.85,7569.85,7540.55,7550.1,41656,0
2025-03-07T12:15:00+05:30,7579.5,7593.75,7550.0,7569.85,59814,0
2025-03-07T11:45:00+05:30,7615.0,7622.0,7572.1,7579.5,57170,0
2025-03-07T11:15:00+05:30,7594.5,7624.0,7584.85,7615.0,48980,0
2025-03-07T10:45:00+05:30,7572.95,7596.35,7541.15,7594.5,88093,0
2025-03-07T10:15:00+05:30,7590.6,7595.25,7561.7,7573.05,59281,0
2025-03-07T09:45:00+05:30,7568.0,7607.35,7557.4,7592.05,58779,0
2025-03-07T09:15:00+05:30,7462.25,7622.0,7451.1,7566.25,144325,0
2025-03-06T15:15:00+05:30,7462.55,7472.7,7450.0,7452.0,50111,0
2025-03-06T14:45:00+05:30,7427.2,7470.0,7421.55,7462.55,182365,0
2025-03-06T14:15:00+05:30,7427.35,7430.0,7420.0,7427.2,26374,0
2025-03-06T13:45:00+05:30,7428.0,7440.0,7425.4,7428.35,79325,0
2025-03-06T13:15:00+05:30,7471.0,7473.0,7415.05,7428.0,73132,0
2025-03-06T12:45:00+05:30,7458.0,7473.0,7444.0,7470.0,24850,0
2025-03-06T12:15:00+05:30,7458.2,7474.0,7452.25,7454.5,17317,0
2025-03-06T11:45:00+05:30,7439.0,7468.0,7434.0,7456.0,47805,0
2025-03-06T11:15:00+05:30,7448.35,7459.35,7410.0,7439.0,69850,0
2025-03-06T10:45:00+05:30,7396.65,7452.0,7385.0,7448.35,108195,0
2025-03-06T10:15:00+05:30,7430.0,7445.05,7391.2,7398.05,102946,0
2025-03-06T09:45:00+05:30,7396.35,7438.5,7380.0,7430.0,47815,0
